Orthogroup	chimp	human	rhesus
OG0002020	TRIM67	TRIM67	TRIM67
OG0002021	C1H1orf131	C1orf131	C1H1orf131
OG0002022	EXOC8	EXOC8	EXOC8
OG0002023	SPRTN	SPRTN	SPRTN
OG0002024	EGLN1	EGLN1	EGLN1
OG0002025	TSNAX	TSNAX	TSNAX
OG0002026	DISC1	DISC1	DISC1
OG0002027	SIPA1L2	SIPA1L2	SIPA1L2
OG0002028	MAP10	MAP10	MAP10
OG0002029	NTPCR	NTPCR	NTPCR
OG0002030	PCNX2	PCNX2	PCNX2
OG0002031	SLC35F3	SLC35F3	SLC35F3
OG0002032	COA6	COA6	LOC718775
OG0002033	TARBP1	TARBP1	TARBP1
OG0002034	IRF2BP2	IRF2BP2	IRF2BP2
OG0002035	TOMM20	TOMM20	TOMM20
OG0002036	RBM34	RBM34	RBM34
OG0002037	GGPS1	GGPS1	GGPS1
OG0002038	TBCE	TBCE	TBCE
OG0002039	B3GALNT2	B3GALNT2	B3GALNT2
OG0002040	GNG4	GNG4	GNG4
OG0002041	LYST	LYST	LYST
OG0002042	NID1	NID1	NID1
OG0002043	GPR137B	GPR137B	GPR137B
OG0002044	ERO1B	ERO1B	ERO1B
OG0002045	EDARADD	EDARADD	EDARADD
OG0002046	LGALS8	LGALS8	LGALS8
OG0002047	HEATR1	HEATR1	HEATR1
OG0002048	MTR	MTR	MTR
OG0002049	RYR2	RYR2	RYR2
OG0002050	ZP4	ZP4	ZP4
OG0002051	FMN2	FMN2	FMN2
OG0002052	GREM2	GREM2	GREM2
OG0002053	RGS7	RGS7	RGS7
OG0002054	FH	FH	FH
OG0002055	KMO	KMO	KMO
OG0002056	OPN3	OPN3	OPN3
OG0002057	WDR64	WDR64	WDR64
OG0002058	EXO1	EXO1	EXO1
OG0002059	BECN2	BECN2	BECN2
OG0002060	PLD5	PLD5	PLD5
OG0002061	CEP170	CEP170	CEP170
OG0002062	SDCCAG8	SDCCAG8	SDCCAG8
OG0002063	ZBTB18	ZBTB18	ZBTB18
OG0002064	C1H1orf100	C1orf100	C1H1orf100
OG0002065	ADSS	ADSS2	ADSS
OG0002066	CATSPERE	CATSPERE	CATSPERE
OG0002067	DESI2	DESI2	DESI2
OG0002068	COX20	COX20	COX20
OG0002069	HNRNPU	HNRNPU	HNRNPU
OG0002070	EFCAB2	EFCAB2	EFCAB2
OG0002071	KIF26B	KIF26B	KIF26B
OG0002072	TFB2M	TFB2M	TFB2M
OG0002073	CNST	CNST	CNST
OG0002074	SCCPDH	SCCPDH	SCCPDH
OG0002075	AHCTF1	AHCTF1	AHCTF1
OG0002076	ZNF695	ZNF695	LOC100424371
OG0002077	ZNF670	ZNF670	ZNF670
OG0002078	ZNF124	ZNF124	ZNF124
OG0002079	NLRP3	NLRP3	NLRP3
OG0002080	OR2B11	OR2B11	LOC709256
OG0002081	GCSAML	GCSAML	GCSAML
OG0002082	OR2C3	OR2C3	LOC100423708
OG0002083	OR13G1	OR13G1	LOC708440
OG0002084	OR14K1	OR14K1	LOC699926
OG0002085	LOC107974304	OR1C1	LOC708042
OG0002086	LOC469160	OR11L1	LOC707803
OG0002087	LOC112206847	OR2W3	LOC699060
OG0002088	LOC469754	OR2AJ1	LOC100427785
OG0002089	LOC469755	OR2AK2	LOC100427704
OG0002090	OR2T6	OR2T6	LOC696703
OG0002091	LOC740716	SUMO1	SUMO3
OG0002092	LYPD8	LYPD8	LYPD8
OG0002093	SH3BP5L	SH3BP5L	SH3BP5L
OG0002094	ZNF672	ZNF672	ZNF672
OG0002095	ZNF692	ZNF692	ZNF692
OG0002096	IL5RA	IL5RA	IL5RA
OG0002097	TRNT1	TRNT1	TRNT1
OG0002098	CRBN	CRBN	CRBN
OG0002099	ITPR1	ITPR1	ITPR1
OG0002100	BHLHE40	BHLHE40	BHLHE40
OG0002101	EDEM1	EDEM1	EDEM1
OG0002102	SSUH2	SSUH2	SSUH2
OG0002103	RAD18	RAD18	RAD18
OG0002104	SRGAP3	SRGAP3	SRGAP3
OG0002105	MTMR14	MTMR14	MTMR14
OG0002106	CPNE9	CPNE9	CPNE9
OG0002107	OGG1	OGG1	OGG1
OG0002108	TADA3	TADA3	TADA3
OG0002109	ARPC4	ARPC4	ARPC4
OG0002110	RPUSD3	RPUSD3	RPUSD3
OG0002111	CIDEC	CIDEC	CIDEC
OG0002112	JAGN1	JAGN1	JAGN1
OG0002113	IL17RE	IL17RE	IL17RE
OG0002114	IL17RC	IL17RC	IL17RC
OG0002115	CRELD1	CRELD1	CRELD1
OG0002116	EMC3	EMC3	EMC3
OG0002117	FANCD2OS	FANCD2OS	FANCD2OS
OG0002118	BRK1	BRK1	BRK1
OG0002119	IRAK2	IRAK2	IRAK2
OG0002120	TATDN2	TATDN2	TATDN2
OG0002121	GHRL	GHRL	GHRL
OG0002122	SEC13	SEC13	SEC13
OG0002123	SLC6A11	SLC6A11	SLC6A11
OG0002124	SLC6A1	SLC6A1	SLC6A1
OG0002125	HRH1	HRH1	HRH1
OG0002126	ATG7	ATG7	ATG7
OG0002127	VGLL4	VGLL4	VGLL4
OG0002128	TAMM41	TAMM41	TAMM41
OG0002129	SYN2	SYN2	SYN2
OG0002130	TIMP4	TIMP4	TIMP4
OG0002131	PPARG	PPARG	PPARG
OG0002132	MKRN2OS	MKRN2OS	MKRN2OS
OG0002133	TMEM40	TMEM40	TMEM40
OG0002134	CAND2	CAND2	CAND2
OG0002135	RPL32	RPL32	RPL32
OG0002136	NUP210	NUP210	NUP210
OG0002137	HDAC11	HDAC11	HDAC11
OG0002138	FBLN2	FBLN2	FBLN2
OG0002139	CHCHD4	CHCHD4	CHCHD4
OG0002140	TMEM43	TMEM43	TMEM43
OG0002141	XPC	XPC	XPC
OG0002142	LSM3	LSM3	LSM3
OG0002143	SLC6A6	SLC6A6	SLC6A6
OG0002144	GRIP2	GRIP2	GRIP2
OG0002145	CCDC174	CCDC174	CCDC174
OG0002146	C3H3orf20	C3orf20	C2H3orf20
OG0002147	FGD5	FGD5	FGD5
OG0002148	NR2C2	NR2C2	NR2C2
OG0002149	MRPS25	MRPS25	MRPS25
OG0002150	RBSN	RBSN	RBSN
OG0002151	CAPN7	CAPN7	CAPN7
OG0002152	SH3BP5	SH3BP5	SH3BP5
OG0002153	EAF1	EAF1	EAF1
OG0002154	COLQ	COLQ	COLQ
OG0002155	HACL1	HACL1	HACL1
OG0002156	BTD	BTD	BTD
OG0002157	GALNT15	GALNT15	GALNT15
OG0002158	DPH3	DPH3	DPH3
OG0002159	OXNAD1	OXNAD1	OXNAD1
OG0002160	RFTN1	RFTN1	RFTN1
OG0002161	TBC1D5	TBC1D5	TBC1D5
OG0002162	KCNH8	KCNH8	KCNH8
OG0002163	PP2D1	PP2D1	PP2D1
OG0002164	KAT2B	KAT2B	KAT2B
OG0002165	SGO1	SGO1	SGO1
OG0002166	NKIRAS1	NKIRAS1	NKIRAS1
OG0002167	RPL15	RPL15	RPL15
OG0002168	NR1D2	NR1D2	NR1D2
OG0002169	THRB	THRB	THRB
OG0002170	TOP2B	TOP2B	TOP2B
OG0002171	NGLY1	NGLY1	NGLY1
OG0002172	OXSM	OXSM	OXSM
OG0002173	NEK10	NEK10	NEK10
OG0002174	CMC1	CMC1	CMC1
OG0002175	ZCWPW2	ZCWPW2	ZCWPW2
OG0002176	TGFBR2	TGFBR2	TGFBR2
OG0002177	STT3B	STT3B	STT3B
OG0002178	OSBPL10	OSBPL10	OSBPL10
OG0002179	ZNF860	ZNF860	ZNF860
OG0002180	GPD1L	GPD1L	GPD1L
OG0002181	CMTM8	CMTM8	CMTM8
OG0002182	CMTM7	CMTM7	CMTM7
OG0002183	CMTM6	CMTM6	CMTM6
OG0002184	DYNC1LI1	DYNC1LI1	DYNC1LI1
OG0002185	CNOT10	CNOT10	CNOT10
OG0002186	TRIM71	TRIM71	TRIM71
OG0002187	TMPPE	TMPPE	TMPPE
OG0002188	CRTAP	CRTAP	CRTAP
OG0002189	SUSD5	SUSD5	SUSD5
OG0002190	PDCD6IP	PDCD6IP	PDCD6IP
OG0002191	STAC	STAC	STAC
OG0002192	DCLK3	DCLK3	DCLK3
OG0002193	TRANK1	TRANK1	TRANK1
OG0002194	EPM2AIP1	EPM2AIP1	EPM2AIP1
OG0002195	MLH1	MLH1	MLH1
OG0002196	GOLGA4	GOLGA4	GOLGA4
OG0002197	DLEC1	DLEC1	DLEC1
OG0002198	MYD88	MYD88	MYD88
OG0002199	SLC22A13	SLC22A13	SLC22A13
OG0002200	SLC22A14	SLC22A14	SLC22A14
OG0002201	XYLB	XYLB	XYLB
OG0002202	EXOG	EXOG	EXOG
OG0002203	SCN11A	SCN11A	SCN11A
OG0002204	WDR48	WDR48	WDR48
OG0002205	CX3CR1	CX3CR1	CX3CR1
OG0002206	SLC25A38	SLC25A38	SLC25A38
OG0002207	MOBP	MOBP	MOBP
OG0002208	EIF1B	EIF1B	EIF1B
OG0002209	ENTPD3	ENTPD3	ENTPD3
OG0002210	RPL14	RPL14	RPL14
OG0002211	ZNF619	ZNF619	ZNF619
OG0002212	ZNF620	ZNF620	ZNF620
OG0002213	ZNF621	ZNF621	ZNF621
OG0002214	CTNNB1	CTNNB1	CTNNB1
OG0002215	ULK4	ULK4	ULK4
OG0002216	CCK	CCK	CCK
OG0002217	LYZL4	LYZL4	LYZL4
OG0002218	SEC22C	SEC22C	SEC22C
OG0002219	SS18L2	SS18L2	SS18L2
OG0002220	NKTR	NKTR	NKTR
OG0002221	HHATL	HHATL	HHATL
OG0002222	CCDC13	CCDC13	CCDC13
OG0002223	HIGD1A	HIGD1A	HIGD1A
OG0002224	ACKR2	ACKR2	ACKR2
OG0002225	CYP8B1	CYP8B1	LOC717247
OG0002226	ZNF662	ZNF662	ZNF662
OG0002227	FAM198A	GASK1A	GASK1A
OG0002228	POMGNT2	POMGNT2	POMGNT2
OG0002229	SNRK	SNRK	SNRK
OG0002230	ABHD5	ABHD5	ABHD5
OG0002231	TOPAZ1	TOPAZ1	TOPAZ1
OG0002232	TCAIM	TCAIM	TCAIM
OG0002233	LOC460305	C3orf86	C2H3orf86
OG0002234	ZNF445	ZNF445	ZNF445
OG0002235	ZNF660	ZNF660	ZNF660
OG0002236	ZNF35	ZNF35	ZNF35
OG0002237	ZNF502	ZNF502	ZNF502
OG0002238	ZNF501	ZNF501	ZNF501
OG0002239	KIAA1143	KIAA1143	KIAA1143
OG0002240	KIF15	KIF15	KIF15
OG0002241	TMEM42	TMEM42	TMEM42
OG0002242	TGM4	TGM4	TGM4
OG0002243	ZDHHC3	ZDHHC3	ZDHHC3
OG0002244	EXOSC7	EXOSC7	EXOSC7
OG0002245	CLEC3B	CLEC3B	CLEC3B
OG0002246	CDCP1	CDCP1	CDCP1
OG0002247	TMEM158	TMEM158	TMEM158
OG0002248	LARS2	LARS2	LARS2
OG0002249	LIMD1	LIMD1	LIMD1
OG0002250	SLC6A20	SLC6A20	SLC6A20
OG0002251	LZTFL1	LZTFL1	LZTFL1
OG0002252	CCR9	CCR9	CCR9
OG0002253	CXCR6	CXCR6	CXCR6
OG0002254	XCR1	XCR1	XCR1
OG0002255	CCR1	CCR1	CCR1
OG0002256	CCR3	CCR3	CCR3
OG0002257	CCR2	CCR2	CCR2
OG0002258	CCR5	CCR5	CCR5
OG0002259	CCRL2	CCRL2	CCRL2
OG0002260	LTF	LTF	LTF
OG0002261	RTP3	RTP3	RTP3
OG0002262	LRRC2	LRRC2	LRRC2
OG0002263	TDGF1	TDGF1	TDGF1
OG0002264	FAM240A	FAM240A	FAM240A
OG0002265	TMIE	TMIE	TMIE
OG0002266	PRSS50	PRSS50	PRSS50
OG0002267	PRSS42, PRSS45		PRSS42P
OG0002268	CCDC12	CCDC12	CCDC12
OG0002269	SETD2	SETD2	SETD2
OG0002270	KIF9	KIF9	KIF9
OG0002271	PTPN23	PTPN23	PTPN23
OG0002272	SCAP	SCAP	SCAP
OG0002273	ELP6	ELP6	ELP6
OG0002274	CSPG5	CSPG5	CSPG5
OG0002275	SMARCC1	SMARCC1	SMARCC1
OG0002276	DHX30	DHX30	DHX30
OG0002277	CDC25A	CDC25A	CDC25A
OG0002278	CAMP	CAMP	CAMP
OG0002279	NME6	NME6	NME6
OG0002280	SPINK8	SPINK8	SPINK8
OG0002281	FBXW12	FBXW12	FBXW12
OG0002282	PLXNB1	PLXNB1	PLXNB1
OG0002283	CCDC51	CCDC51	CCDC51
OG0002284	ATRIP	ATRIP	ATRIP
OG0002285	TREX1	TREX1	TREX1
OG0002286	SHISA5	SHISA5	SHISA5
OG0002287	PFKFB4	PFKFB4	PFKFB4
OG0002288	UCN2	UCN2	UCN2
OG0002289	TMEM89	TMEM89	TMEM89
OG0002290	NCKIPSD	NCKIPSD	NCKIPSD
OG0002291	IP6K2	IP6K2	IP6K2
OG0002292	SLC25A20	SLC25A20	SLC25A20
OG0002293	P4HTM	P4HTM	P4HTM
OG0002294	WDR6	WDR6	WDR6
OG0002295	DALRD3	DALRD3	DALRD3
OG0002296	NDUFAF3	NDUFAF3	NDUFAF3
OG0002297	QRICH1	QRICH1	QRICH1
OG0002298	QARS	QARS1	QARS
OG0002299	USP19	USP19	USP19
OG0002300	KLHDC8B	KLHDC8B	KLHDC8B
OG0002301	C3H3orf84	C3orf84	C2H3orf84
OG0002302	CCDC36	IHO1	CCDC36
OG0002303	C3H3orf62	C3orf62	C2H3orf62
OG0002304	GPX1	GPX1	GPX1
OG0002305	TCTA	TCTA	TCTA
OG0002306	AMT	AMT	AMT
OG0002307	NICN1	NICN1	NICN1
OG0002308	DAG1	DAG1	DAG1
OG0002309	APEH	APEH	APEH
OG0002310	RNF123	RNF123	RNF123
OG0002311	AMIGO3	AMIGO3	AMIGO3
OG0002312	GMPPB	GMPPB	GMPPB
OG0002313	IP6K1	IP6K1	IP6K1
OG0002314	CDHR4	CDHR4	CDHR4
OG0002315	FAM212A	INKA1	INKA1
OG0002316	UBA7	UBA7	UBA7
OG0002317	TRAIP	TRAIP	TRAIP
OG0002318	CAMKV	CAMKV	CAMKV
OG0002319	MON1A	MON1A	MON1A
OG0002320	RBM6	RBM6	RBM6
OG0002321	RBM5	RBM5	RBM5
OG0002322	SLC38A3	SLC38A3	SLC38A3
OG0002323	SEMA3B	SEMA3B	SEMA3B
OG0002324	LSMEM2	LSMEM2	LSMEM2
OG0002325	HYAL3	HYAL3	HYAL3
OG0002326	NAT6	NAA80	NAA80
OG0002327	HYAL1	HYAL1	HYAL1
OG0002328	TUSC2	TUSC2	TUSC2
OG0002329	RASSF1	RASSF1	RASSF1
OG0002330	ZMYND10	ZMYND10	ZMYND10
OG0002331	NPRL2	NPRL2	NPRL2
OG0002332	CYB561D2	CYB561D2	CYB561D2
OG0002333	TMEM115	TMEM115	TMEM115
OG0002334	C3H3orf18	C3orf18	C2H3orf18
OG0002335	HEMK1	HEMK1	HEMK1
OG0002336	CISH	CISH	CISH
OG0002337	MAPKAPK3	MAPKAPK3	MAPKAPK3
OG0002338	MANF	MANF	MANF
OG0002339	RBM15B	RBM15B	RBM15B
OG0002340	DCAF1	DCAF1	DCAF1
OG0002341	RAD54L2	RAD54L2	RAD54L2
OG0002342	TEX264	TEX264	TEX264
OG0002343	IQCF6	IQCF6	IQCF6
OG0002344	IQCF3	IQCF3	IQCF3
OG0002345	IQCF2	IQCF2	IQCF2
OG0002346	IQCF1	IQCF1	LOC699719
OG0002347	RRP9	RRP9	RRP9
OG0002348	PARP3	PARP3	PARP3
OG0002349	GPR62	GPR62	GPR62
OG0002350	PCBP4	PCBP4	PCBP4
OG0002351	ABHD14B	ABHD14B	ABHD14B
OG0002352	RPL29	RPL29	RPL29
OG0002353	POC1A	POC1A	POC1A
OG0002354	ALAS1	ALAS1	ALAS1
OG0002355	TLR9	TLR9	TLR9
OG0002356	PPM1M	PPM1M	PPM1M
OG0002357	GLYCTK	GLYCTK	GLYCTK
OG0002358	DNAH1	DNAH1	DNAH1
OG0002359	BAP1	BAP1	BAP1
OG0002360	PHF7	PHF7	PHF7
OG0002361	SEMA3G	SEMA3G	SEMA3G
OG0002362	TNNC1	TNNC1	TNNC1
OG0002363	NISCH	NISCH	NISCH
OG0002364	STAB1	STAB1	STAB1
OG0002365	NT5DC2	NT5DC2	NT5DC2
OG0002366	SMIM4	SMIM4	SMIM4
OG0002367	PBRM1	PBRM1	PBRM1
OG0002368	GNL3	GNL3	GNL3
OG0002369	GLT8D1	GLT8D1	GLT8D1
OG0002370	SPCS1	SPCS1	SPCS1
OG0002371	NEK4	NEK4	NEK4
OG0002372	ITIH1	ITIH1	ITIH1
OG0002373	ITIH3	ITIH3	ITIH3
OG0002374	ITIH4	ITIH4	ITIH4
OG0002375	MUSTN1	MUSTN1	MUSTN1
OG0002376	SFMBT1	SFMBT1	SFMBT1
OG0002377	RFT1	RFT1	RFT1
OG0002378	TKT	TKT	TKT
OG0002379	DCP1A	DCP1A	DCP1A
OG0002380	CACNA1D	CACNA1D	CACNA1D
OG0002381	CHDH	CHDH	CHDH
OG0002382	IL17RB	IL17RB	IL17RB
OG0002383	ACTR8	ACTR8	ACTR8
OG0002384	SELENOK	SELENOK	SELENOK
OG0002385	CACNA2D3	CACNA2D3	CACNA2D3
OG0002386	LRTM1	LRTM1	LRTM1
OG0002387	WNT5A	WNT5A	WNT5A
OG0002388	ERC2	ERC2	ERC2
OG0002389	CCDC66	CCDC66	CCDC66
OG0002390	FAM208A	TASOR	TASOR
OG0002391	ARHGEF3	ARHGEF3	ARHGEF3
OG0002392	SPATA12	SPATA12	SPATA12
OG0002393	IL17RD	IL17RD	IL17RD
OG0002394	HESX1	HESX1	HESX1
OG0002395	APPL1	APPL1	APPL1
OG0002396	PDE12	PDE12	PDE12
OG0002397	DENND6A	DENND6A	DENND6A
OG0002398	SLMAP	SLMAP	SLMAP
OG0002399	DNASE1L3	DNASE1L3	DNASE1L3
OG0002400	ABHD6	ABHD6	ABHD6
OG0002401	RPP14	RPP14	RPP14
OG0002402	PXK	PXK	PXK
OG0002403	PDHB	PDHB	PDHB
OG0002404	ACOX2	ACOX2	ACOX2
OG0002405	FAM107A	FAM107A	FAM107A
OG0002406	C3H3orf67	CFAP20DC	C2H3orf67
OG0002407	FHIT	FHIT	FHIT
OG0002408	C3H3orf14	C3orf14	C2H3orf14
OG0002409	SNTN	SNTN	SNTN
OG0002410	C3H3orf49	C3orf49	C2H3orf49
OG0002411	THOC7	THOC7	THOC7
OG0002412	PSMD6	PSMD6	PSMD6
OG0002413	PRICKLE2	PRICKLE2	PRICKLE2
OG0002414	ADAMTS9	ADAMTS9	ADAMTS9
OG0002415	MAGI1	MAGI1	MAGI1
OG0002416	SLC25A26	SLC25A26	SLC25A26
OG0002417	LRIG1	LRIG1	LRIG1
OG0002418	SUCLG2	SUCLG2	SUCLG2
OG0002419	FAM19A1	TAFA1	TAFA1
OG0002420	FAM19A4	TAFA4	TAFA4
OG0002421	EOGT	EOGT	EOGT
OG0002422	TMF1	TMF1	TMF1
OG0002423	UBA3	UBA3	UBA3
OG0002424	ARL6IP5	ARL6IP5	ARL6IP5
OG0002425	FRMD4B	FRMD4B	FRMD4B
OG0002426	EIF4E3	EIF4E3	EIF4E3
OG0002427	PROK2	PROK2	PROK2
OG0002428	RYBP	RYBP	RYBP
OG0002429	SHQ1	SHQ1	SHQ1
OG0002430	GXYLT2	GXYLT2	GXYLT2
OG0002431	PPP4R2	PPP4R2	PPP4R2
OG0002432	EBLN2	EBLN2	EBLN2
OG0002433	ALG1L, LOC739193	ALG1L2	
OG0002434	LOC112208644, LOC112208645		LOC106998618
OG0002435	ZNF717	ZNF717	LOC694533
OG0002436	ROBO2	ROBO2	ROBO2
OG0002437	GBE1	GBE1	GBE1
OG0002438	VGLL3	VGLL3	VGLL3
OG0002439	CHMP2B	CHMP2B	CHMP2B
OG0002440	CGGBP1	CGGBP1	CGGBP1
OG0002441	ZNF654	ZNF654	ZNF654
OG0002442	C3H3orf38	C3orf38	C2H3orf38
OG0002443	LOC104005646	CSNKA2IP	LOC114676459
OG0002444	EPHA3	EPHA3	EPHA3
OG0002445	ARL13B	ARL13B	ARL13B
OG0002446	NSUN3	NSUN3	NSUN3
OG0002447	EPHA6	EPHA6	EPHA6
OG0002448	ARL6	ARL6	ARL6
OG0002449	CRYBG3	CRYBG3	CRYBG3
OG0002450	RIOX2	RIOX2	RIOX2
OG0002451	GABRR3	GABRR3	GABRR3
OG0002452	LOC738524	OR5K4	LOC699293
OG0002453	OR5K3	OR5K3	LOC699419
OG0002454	CLDND1	CLDND1	CLDND1
OG0002455	GPR15	GPR15	GPR15
OG0002456	CPOX	CPOX	CPOX
OG0002457	ST3GAL6	ST3GAL6	ST3GAL6
OG0002458	COL8A1	COL8A1	COL8A1
OG0002459	CMSS1	CMSS1	CMSS1
OG0002460	FILIP1L	FILIP1L	FILIP1L
OG0002461	TBC1D23	TBC1D23	TBC1D23
OG0002462	NIT2	NIT2	NIT2
OG0002463	TOMM70	TOMM70	TOMM70
OG0002464	LNP1	LNP1	LNP1
OG0002465	TMEM45A	TMEM45A	TMEM45A
OG0002466	ADGRG7	ADGRG7	ADGRG7
OG0002467	TFG	TFG	TFG
OG0002468	ABI3BP	ABI3BP	ABI3BP
OG0002469	IMPG2	IMPG2	IMPG2
OG0002470	SENP7	SENP7	SENP7
OG0002471	TRMT10C	TRMT10C	TRMT10C
OG0002472	PCNP	PCNP	PCNP
OG0002473	ZBTB11	ZBTB11	ZBTB11
OG0002474	RPL24	RPL24	RPL24
OG0002475	CEP97	CEP97	CEP97
OG0002476	NXPE3	NXPE3	NXPE3
OG0002477	NFKBIZ	NFKBIZ	NFKBIZ
OG0002478	ZPLD1	ZPLD1	ZPLD1
OG0002479	ALCAM	ALCAM	ALCAM
OG0002480	CBLB	CBLB	CBLB
OG0002481	CCDC54	CCDC54	CCDC54
OG0002482	BBX	BBX	BBX
OG0002483	CD47	CD47	CD47
OG0002484	IFT57	IFT57	IFT57
OG0002485	HHLA2	HHLA2	HHLA2
OG0002486	MYH15	MYH15	MYH15
OG0002487	CIP2A	CIP2A	CIP2A
OG0002488	RETNLB	RETNLB	RETNLB
OG0002489	TRAT1	TRAT1	LOC705946
OG0002490	GUCA1C	GUCA1C	GUCA1C
OG0002491	LOC112208653	C3orf85	C2H3orf85
OG0002492	DPPA2	DPPA2	DPPA2
OG0002493	DPPA4	DPPA4	DPPA4
OG0002494	NECTIN3	NECTIN3	NECTIN3
OG0002495	CD96	CD96	CD96
OG0002496	ZBED2	ZBED2	ZBED2
OG0002497	PLCXD2	PLCXD2	PLCXD2
OG0002498	PHLDB2	PHLDB2	PHLDB2
OG0002499	ABHD10	ABHD10	ABHD10
OG0002500	TAGLN3	TAGLN3	TAGLN3
OG0002501	TMPRSS7	TMPRSS7	TMPRSS7
OG0002502	C3H3orf52	C3orf52	C2H3orf52
OG0002503	GCSAM	GCSAM	GCSAM
OG0002504	SLC9C1	SLC9C1	SLC9C1
OG0002505	CD200	CD200	CD200
OG0002506	BTLA	BTLA	BTLA
OG0002507	ATG3	ATG3	ATG3
OG0002508	SLC35A5	SLC35A5	SLC35A5
OG0002509	CCDC80	CCDC80	CCDC80
OG0002510	CD200R1L	CD200R1L	LOC708622
OG0002511	CD200R1	CD200R1	CD200R1
OG0002512	GTPBP8	GTPBP8	GTPBP8
OG0002513	NEPRO	NEPRO	NEPRO
OG0002514	BOC	BOC	BOC
OG0002515	CFAP44	CFAP44	CFAP44
OG0002516	SPICE1	SPICE1	SPICE1
OG0002517	SIDT1	SIDT1	SIDT1
OG0002518	USF3	USF3	USF3
OG0002519	NAA50	NAA50	NAA50
OG0002520	ATP6V1A	ATP6V1A	ATP6V1A
OG0002521	GRAMD1C	GRAMD1C	GRAMD1C
OG0002522	ZDHHC23	ZDHHC23	ZDHHC23
OG0002523	CCDC191	CCDC191	CCDC191
OG0002524	QTRT2	QTRT2	QTRT2
OG0002525	DRD3	DRD3	DRD3
OG0002526	ZNF80	ZNF80	ZNF80
OG0002527	TIGIT	TIGIT	TIGIT
OG0002528	GAP43	GAP43	GAP43
OG0002529	C3H3orf30	TEX55	TEX55
OG0002530	UPK1B	UPK1B	UPK1B
OG0002531	B4GALT4	B4GALT4	B4GALT4
OG0002532	ARHGAP31	ARHGAP31	ARHGAP31
OG0002533	TMEM39A	TMEM39A	TMEM39A
OG0002534	POGLUT1	POGLUT1	POGLUT1
OG0002535	TIMMDC1	TIMMDC1	TIMMDC1
OG0002536	CD80	CD80	CD80
OG0002537	ADPRH	ADPRH	ADPRH
OG0002538	PLA1A	PLA1A	PLA1A
OG0002539	POPDC2	POPDC2	POPDC2
OG0002540	COX17	COX17	COX17
OG0002541	MAATS1	CFAP91	MAATS1
OG0002542	GSK3B	GSK3B	GSK3B
OG0002543	GPR156	GPR156	GPR156
OG0002544	LRRC58	LRRC58	LRRC58
OG0002545	FSTL1	FSTL1	FSTL1
OG0002546	NDUFB4	NDUFB4	NDUFB4
OG0002547	HGD	HGD	HGD
OG0002548	RABL3	RABL3	RABL3
OG0002549	GTF2E1	GTF2E1	GTF2E1
OG0002550	STXBP5L	STXBP5L	STXBP5L
OG0002551	POLQ	POLQ	POLQ
OG0002552	ARGFX	ARGFX	ARGFX
OG0002553	FBXO40	FBXO40	FBXO40
OG0002554	GOLGB1	GOLGB1	GOLGB1
OG0002555	IQCB1	IQCB1	IQCB1
OG0002556	EAF2	EAF2	EAF2
OG0002557	SLC15A2	SLC15A2	SLC15A2
OG0002558	ILDR1	ILDR1	ILDR1
OG0002559	CD86	CD86	CD86
OG0002560	CASR	CASR	CASR
OG0002561	CSTA	CSTA	CSTA
OG0002562	CCDC58	MIX23	CCDC58
OG0002563	FAM162A	FAM162A	FAM162A
OG0002564	KPNA1	KPNA1	KPNA1
OG0002565	PARP9	PARP9	PARP9
OG0002566	DTX3L	DTX3L	DTX3L
OG0002567	PARP15	PARP15	PARP15
OG0002568	PARP14	PARP14	PARP14
OG0002569	HSPBAP1	HSPBAP1	HSPBAP1
OG0002570	DIRC2	SLC49A4	SLC49A4
OG0002571	SEMA5B	SEMA5B	SEMA5B
OG0002572	SEC22A	SEC22A	SEC22A
OG0002573	HACD2	HACD2	HACD2
OG0002574	CCDC14	CCDC14	CCDC14
OG0002575	UMPS	UMPS	UMPS
OG0002576	MUC13	MUC13	MUC13
OG0002577	HEG1	HEG1	HEG1
OG0002578	ZNF148	ZNF148	ZNF148
OG0002579	SNX4	SNX4	SNX4
OG0002580	OSBPL11	OSBPL11	OSBPL11
OG0002581	SLC41A3	SLC41A3	SLC41A3
OG0002582	ALDH1L1	ALDH1L1	ALDH1L1
OG0002583	CFAP100	CFAP100	CFAP100
OG0002584	ZXDC	ZXDC	ZXDC
OG0002585	UROC1	UROC1	UROC1
OG0002586	C3H3orf22	C3orf22	C2H3orf22
OG0002587	CHCHD6	CHCHD6	CHCHD6
OG0002588	C3H3orf56	C3orf56	LOC707323
OG0002589	LOC107970505	PRR20G	LOC100429047
OG0002590	TPRA1	TPRA1	TPRA1
OG0002591	ABTB1	ABTB1	ABTB1
OG0002592	MGLL	MGLL	MGLL
OG0002593	KBTBD12	KBTBD12	KBTBD12
OG0002594	SEC61A1	SEC61A1	SEC61A1
OG0002595	RUVBL1	RUVBL1	RUVBL1
OG0002596	EEFSEC	EEFSEC	EEFSEC
OG0002597	GATA2	GATA2	GATA2
OG0002598	RPN1	RPN1	RPN1
OG0002599	ACAD9	ACAD9	ACAD9
OG0002600	KIAA1257	CFAP92	KIAA1257
OG0002601	EFCC1	EFCC1	EFCC1
OG0002602	GP9	GP9	GP9
OG0002603	CNBP	CNBP	CNBP
OG0002604	HMCES	HMCES	HMCES
OG0002605	H1FX	H1-10	H1FX
